ID;time;volume;type;MIT_conc_nom;CMIT_conc_nom;CMITMIT_conc_nom;MIT_conc_theo;CMIT_conc_theo;SI_conc_theo;replicate;MIT;CMIT;SI
G_M_0-4u_R8;NA;NA;range;0.4;0;0;0.4;0;0.8;8;1.42;0,00;11.571
G_M_0-1u_R8;NA;NA;range;0.1;0;0;0.1;0;0.8;8;0,00;0,00;13.226
TA_CM_0-6_0_R8;0;NA;acute;0.15;0.45;0.6;NA;NA;0.2;8;2095.162;6605.212;2564.632
TA_CM_0-6_24_R8;1;NA;acute;0.15;0.45;0.6;NA;NA;0.2;8;2086.632;6483.666;2602.721
TA_CM_0-5_0_R8;0;NA;acute;0.125;0.375;0.5;NA;NA;0.2;8;1833.343;5826.341;2717.223
TA_CM_0-5_24_R8;1;NA;acute;0.125;0.375;0.5;NA;NA;0.2;8;1851.175;5724.842;2651.082
TA_CM_0-42_0_R8;0;NA;acute;0.105;0.315;0.42;NA;NA;0.2;8;1560.155;5069.9;2807.313
TA_CM_0-42_24_R8;1;NA;acute;0.105;0.315;0.42;NA;NA;0.2;8;1601.218;4929.112;2759.276
TA_CM_0-36_0_R8;0;NA;acute;0.09;0.27;0.36;NA;NA;0.2;8;1337.652;4385.934;2686.395
TA_CM_0-36_24_R8;1;NA;acute;0.09;0.27;0.36;NA;NA;0.2;8;1402.923;4206.316;2707.548
TA_CM_0-30_0_R8;0;NA;acute;0.075;0.225;0.30;NA;NA;0.2;8;1122.007;3711.902;2793.312
TA_CM_0-30_24_R8;1;NA;acute;0.075;0.225;0.30;NA;NA;0.2;8;1188.265;3748.972;2890.713
TA_CM_0-24_0_R8;0;NA;acute;0.06;0.18;0.24;NA;NA;0.2;8;1013.554;3133.096;2905.541
TA_CM_0-24_24_R8;1;NA;acute;0.06;0.18;0.24;NA;NA;0.2;8;1010.926;3107.968;2959.395
TA_CM_0-18_0_R8;0;NA;acute;0.045;0.135;0.18;NA;NA;0.2;8;761.284;2496.798;3020.171
TA_CM_0-18_24_R8;1;NA;acute;0.045;0.135;0.18;NA;NA;0.2;8;763.372;2463.323;3098.327
TA_CM_0-15_0_R8;0;NA;acute;0.0375;0.1125;0.15;NA;NA;0.2;8;662.866;2102.076;2875.624
TA_CM_0-15_24_R8;1;NA;acute;0.0375;0.1125;0.15;NA;NA;0.2;8;624.71;2203.015;3144.197
TA_CM_0-12_0_R8;0;NA;acute;0.03;0.09;0.12;NA;NA;0.2;8;520.126;1759.37;2990.483
TA_CM_0-12_24_R8;1;NA;acute;0.03;0.09;0.12;NA;NA;0.2;8;509.443;1730.147;3128.546
TA_CM_0-06_0_R8;0;NA;acute;0.015;0.045;0.06;NA;NA;0.2;8;269.947;929.271;3215.74
TA_CM_0-06_24_R8;1;NA;acute;0.015;0.045;0.06;NA;NA;0.2;8;256.746;930.866;3281.68
TA_M_5-0_0_R8;0;NA;acute;5;0;0;NA;0;1.5;8;16827.113;0,00;6757.217
TA_M_5-0_24_R8;1;NA;acute;5;0;0;NA;0;1.5;8;16519.441;0,00;6645.447
TA_M_3-75_0_R8;0;NA;acute;3.75;0;0;NA;0;1.5;8;13827.115;0,00;7444.993
TA_M_3-75_24_R8;1;NA;acute;3.75;0;0;NA;0;1.5;8;13682.914;0,00;7021.594
TA_M_3-25_0_R8;0;NA;acute;3.25;0;0;NA;0;1.5;8;12244.714;0,00;7477.564
TA_M_3-25_24_R8;1;NA;acute;3.25;0;0;NA;0;1.5;8;12554.243;0,00;7632.145
TA_M_3-0_0_R8;0;NA;acute;3.0;0;0;NA;0;1.5;8;11719.022;0,00;7885.979
TA_M_3-0_24_R8;1;NA;acute;3.0;0;0;NA;0;1.5;8;11751.223;0,00;7871.461
TA_M_2-75_0_R8;0;NA;acute;2.75;0;0;NA;0;1.5;8;10804.773;0,00;8009.336
TA_M_2-75_24_R8;1;NA;acute;2.75;0;0;NA;0;1.5;8;11032.304;0,00;7978.748
TA_M_2-25_0_R8;0;NA;acute;2.25;0;0;NA;0;1.5;8;9593.729;0,00;8210.96
TA_M_2-25_24_R8;1;NA;acute;2.25;0;0;NA;0;1.5;8;9506.79;0,00;8492.205
TA_M_2-0_0_R8;0;NA;acute;2.0;0;0;NA;0;1.5;8;8817.329;0,00;8414.18
TA_M_2-0_24_R8;1;NA;acute;2.0;0;0;NA;0;1.5;8;8685.996;0,00;8598.85
TA_M_1-75_0_R8;0;NA;acute;1.75;0;0;NA;0;1.5;8;7969.62;0,00;8851.441
TA_M_1-75_24_R8;1;NA;acute;1.75;0;0;NA;0;1.5;8;7793.932;0,00;9127.544
TA_M_1-5_0_R8;0;NA;acute;1.5;0;0;NA;0;1.5;8;6701.914;0,00;8733.686
TA_M_1-5_24_R8;1;NA;acute;1.5;0;0;NA;0;1.5;8;6724.321;0,00;9182.431
TA_M_1-25_0_R8;0;NA;acute;1.25;0;0;NA;0;1.5;8;5911.548;0,00;9072.761
TA_M_1-25_24_R8;1;NA;acute;1.25;0;0;NA;0;1.5;8;5673.364;0,00;9214.119
TA_M_1-0_0_R8;0;NA;acute;1.0;0;0;NA;0;1.5;8;4804.067;0,00;9469.574
TA_M_1-0_24_R8;1;NA;acute;1.0;0;0;NA;0;1.5;8;4716.856;0,00;9585.865
TA_M_0-75_0_R8;0;NA;acute;0.75;0;0;NA;0;1.5;8;3709.092;0,00;9750.408
TA_M_0-75_24_R8;1;NA;acute;0.75;0;0;NA;0;1.5;8;3722.8;0,00;9669.375
TA_M_0-5_0_R8;0;NA;acute;0.5;0;0;NA;0;1.5;8;2724.957;0,00;10343.37
TA_M_0-5_24_R8;1;NA;acute;0.5;0;0;NA;0;1.5;8;2672.962;0,00;10166.036
TA_M_0-25_0_R8;0;NA;acute;0.25;0;0;NA;0;1.5;8;1494.254;0,00;10893.406
TA_M_0-25_24_R8;1;NA;acute;0.25;0;0;NA;0;1.5;8;1494.917;0,00;11074.79
TC_50_J0_R8;0;NA;chronic;50;0;0;NA;0;50;8;704.463;0,00;1743.4
TC_50_1L_J3_R8;3;1000;chronic;50;0;0;NA;0;50;8;544.168;0,00;1180.633
TC_50_1L_J7_R8;7;1000;chronic;50;0;0;NA;0;50;8;311.214;0,00;1256.435
TC_50_85_J3_R8;3;85;chronic;50;0;0;NA;0;50;8;584.347;0,00;1183.535
TC_50_85_J7_R8;7;85;chronic;50;0;0;NA;0;50;8;308.185;0,00;1230.94
TC_08_J0_R8;0;NA;chronic;0.8;0;0;NA;0;0.8;8;172.292;0,00;378.575
