Clone;molecule;conc;time;Nsurv;replicate;day
RE0;M;4.9960;1;0;KB;12-août
RE0;M;4.9960;2;0;KB;12-août
RE0;M;0.00;0;10;ControlL;27-août
RE0;M;0.00;1;9;ControlL;27-août
RE0;M;0.00;2;9;ControlL;27-août
RE0;M;0.258;0;10;LA;27-août
RE0;M;0.258;1;10;LA;27-août
RE0;M;0.258;2;8;LA;27-août
RE0;M;0.258;0;10;LB;27-août
RE0;M;0.258;1;6;LB;27-août
RE0;M;0.258;2;5;LB;27-août
RE0;M;0.258;0;10;LC;27-août
RE0;M;0.258;1;8;LC;27-août
RE0;M;0.258;2;7;LC;27-août
RE0;M;0.507;0;10;LD;27-août
RE0;M;0.507;1;3;LD;27-août
RE0;M;0.507;2;2;LD;27-août
RE0;M;4.9960;0;10;LE;27-août
RE0;M;4.9960;1;0;LE;27-août
RE0;M;4.9960;2;0;LE;27-août
RE0;M;4.9960;0;10;LF;27-août
RE0;M;4.9960;1;0;LF;27-août
RE0;M;4.9960;2;0;LF;27-août
RE0;M;0.00;0;10;ControlM;01-sept
RE0;M;0.00;1;10;ControlM;01-sept
RE0;M;0.00;2;10;ControlM;01-sept
RE0;M;0.258;0;10;MA;01-sept
RE0;M;0.258;1;10;MA;01-sept
RE0;M;0.258;2;10;MA;01-sept
RE0;M;0.258;0;10;MB;01-sept
RE0;M;0.258;1;10;MB;01-sept
RE0;M;0.258;2;9;MB;01-sept
RE0;M;0.00;0;10;ControlN;02-sept
RE0;M;0.00;1;10;ControlN;02-sept
RE0;M;0.00;2;10;ControlN;02-sept
RE0;M;0.258;0;10;NB;02-sept
RE0;M;0.258;1;10;NB;02-sept
RE0;M;0.258;2;9;NB;02-sept
RE0;M;0.507;0;10;NC;02-sept
RE0;M;0.507;1;2;NC;02-sept
RE0;M;0.507;2;1;NC;02-sept
SE2;M;0.00;0;10;ControlA;28-juil
SE2;M;0.00;1;10;ControlA;28-juil
SE2;M;0.00;2;9;ControlA;28-juil
SE2;M;0.507;0;10;AA;28-juil
SE2;M;0.507;1;9;AA;28-juil
SE2;M;0.507;2;8;AA;28-juil
SE2;M;1.762;0;10;AB;28-juil
SE2;M;1.762;1;0;AB;28-juil
SE2;M;1.762;2;0;AB;28-juil
SE2;M;0.00;0;10;ControlB;29-juil
SE2;M;0.00;1;10;ControlB;29-juil
SE2;M;0.00;2;10;ControlB;29-juil
SE2;M;0.9930;0;10;BA;29-juil
SE2;M;0.9930;1;5;BA;29-juil
SE2;M;0.9930;2;1;BA;29-juil
SE2;M;1.255;0;10;BB;29-juil
SE2;M;1.255;1;2;BB;29-juil
SE2;M;1.255;2;0;BB;29-juil
SE2;M;1.5200;0;10;BC;29-juil
SE2;M;1.5200;1;1;BC;29-juil
SE2;M;1.5200;2;0;BC;29-juil
SE2;M;0.00;0;10;ControlC;04-août
SE2;M;0.00;1;10;ControlC;04-août
SE2;M;0.00;2;10;ControlC;04-août
SE2;M;2.0380;0;10;CA;04-août
SE2;M;2.0380;1;0;CA;04-août
SE2;M;2.0380;2;0;CA;04-août
SE2;M;3.0160;0;10;CC;04-août
SE2;M;3.0160;1;0;CC;04-août
SE2;M;3.0160;2;0;CC;04-août
SE2;M;4.9960;0;10;CE;04-août
SE2;M;4.9960;1;0;CE;04-août
SE2;M;4.9960;2;0;CE;04-août
SE2;M;0.00;0;10;ControlD;05-août
SE2;M;0.00;1;10;ControlD;05-août
SE2;M;0.00;2;10;ControlD;05-août
SE2;M;4.9960;0;10;DC;05-août
SE2;M;4.9960;1;0;DC;05-août
SE2;M;4.9960;2;0;DC;05-août
SE2;M;0.00;0;20;Econtrol;06-août
SE2;M;0.00;1;20;Econtrol;06-août
SE2;M;0.00;2;20;Econtrol;06-août
SE2;M;0.507;0;10;EA;06-août
SE2;M;0.507;1;10;EA;06-août
SE2;M;0.507;2;10;EA;06-août
SE2;M;0.9930;0;10;EB;06-août
SE2;M;0.9930;1;7;EB;06-août
SE2;M;0.9930;2;1;EB;06-août
SE2;M;1.255;0;10;EC;06-août
SE2;M;1.255;1;2;EC;06-août
SE2;M;1.255;2;1;EC;06-août
SE2;M;1.5200;0;10;ED;06-août
SE2;M;1.5200;1;0;ED;06-août
SE2;M;1.5200;2;0;ED;06-août
SE2;M;1.762;0;10;EE;06-août
SE2;M;1.762;1;0;EE;06-août
SE2;M;1.762;2;0;EE;06-août
SE2;M;2.0380;0;10;EF;06-août
SE2;M;2.0380;1;0;EF;06-août
SE2;M;2.0380;2;0;EF;06-août
SE2;M;0.00;0;10;ControlF;11-août
SE2;M;0.00;1;10;ControlF;11-août
SE2;M;0.00;2;10;ControlF;11-août
SE2;M;0.507;0;10;FA;11-août
SE2;M;0.507;1;9;FA;11-août
SE2;M;0.507;2;7;FA;11-août
SE2;M;0.9930;0;10;FB;11-août
SE2;M;0.9930;1;7;FB;11-août
SE2;M;0.9930;2;1;FB;11-août
SE2;M;1.255;0;10;FC;11-août
SE2;M;1.255;1;1;FC;11-août
SE2;M;1.255;2;1;FC;11-août
SE2;M;1.5200;0;10;FD;11-août
SE2;M;1.5200;1;0;FD;11-août
SE2;M;1.5200;2;0;FD;11-août
SE2;M;0.00;0;10;ControlG;12-août
SE2;M;0.00;1;10;ControlG;12-août
SE2;M;0.00;2;10;ControlG;12-août
SE2;M;0.507;0;10;GA;12-août
SE2;M;0.507;1;10;GA;12-août
SE2;M;0.507;2;9;GA;12-août
SE2;M;0.9930;0;10;GB;12-août
SE2;M;0.9930;1;6;GB;12-août
SE2;M;0.9930;2;2;GB;12-août
SE2;M;1.255;0;10;GC;12-août
SE2;M;1.255;1;5;GC;12-août
SE2;M;1.255;2;0;GC;12-août
SE2;M;1.5200;0;10;GD;12-août
SE2;M;1.5200;1;3;GD;12-août
SE2;M;1.5200;2;0;GD;12-août
SE2;M;3.0160;0;10;GE;12-août
SE2;M;3.0160;1;0;GE;12-août
SE2;M;3.0160;2;0;GE;12-août
SE2;M;3.0160;0;10;GF;12-août
SE2;M;3.0160;1;0;GF;12-août
SE2;M;3.0160;2;0;GF;12-août
SE2;M;0.00;0;20;ControlH;13-août
SE2;M;0.00;1;20;ControlH;13-août
SE2;M;0.00;2;20;ControlH;13-août
SE2;M;0.507;0;10;HA;13-août
SE2;M;0.507;1;10;HA;13-août
SE2;M;0.507;2;10;HA;13-août
SE2;M;0.9930;0;10;HB;13-août
SE2;M;0.9930;1;1;HB;13-août
SE2;M;0.9930;2;1;HB;13-août
SE2;M;1.255;0;10;HC;13-août
SE2;M;1.255;1;1;HC;13-août
SE2;M;1.255;2;0;HC;13-août
SE2;M;1.5200;0;10;HD;13-août
SE2;M;1.5200;1;0;HD;13-août
SE2;M;1.5200;2;0;HD;13-août
SE2;M;1.762;0;10;HE;13-août
SE2;M;1.762;1;0;HE;13-août
SE2;M;1.762;2;0;HE;13-août
SE2;M;2.0380;0;10;HF;13-août
SE2;M;2.0380;1;0;HF;13-août
SE2;M;2.0380;2;0;HF;13-août
SE2;M;3.0160;0;10;HG;13-août
SE2;M;3.0160;1;0;HG;13-août
SE2;M;3.0160;2;0;HG;13-août
SE2;M;3.0160;0;10;HH;13-août
SE2;M;3.0160;1;0;HH;13-août
SE2;M;3.0160;2;0;HH;13-août
SE2;M;4.9960;0;10;HI;13-août
SE2;M;4.9960;1;0;HI;13-août
SE2;M;4.9960;2;0;HI;13-août
SE2;M;0.00;0;10;ControlI;18-août
SE2;M;0.00;1;10;ControlI;18-août
SE2;M;0.00;2;10;ControlI;18-août
SE2;M;1.762;0;10;IA;18-août
SE2;M;1.762;1;0;IA;18-août
SE2;M;1.762;2;0;IA;18-août
SE2;M;2.0380;0;10;IB;18-août
SE2;M;2.0380;1;0;IB;18-août
SE2;M;2.0380;2;0;IB;18-août
SE2;M;4.9960;0;10;IC;18-août
SE2;M;4.9960;1;0;IC;18-août
SE2;M;4.9960;2;0;IC;18-août
SE2;M;0.00;0;10;ControlJ;19-août
SE2;M;0.00;1;10;ControlJ;19-août
SE2;M;0.00;2;10;ControlJ;19-août
SE2;M;1.762;0;10;JA;19-août
SE2;M;1.762;1;0;JA;19-août
SE2;M;1.762;2;0;JA;19-août
SE2;M;2.0380;0;10;JB;19-août
SE2;M;2.0380;1;0;JB;19-août
SE2;M;2.0380;2;0;JB;19-août
SE2;M;4.9960;0;10;JC;19-août
SE2;M;4.9960;1;0;JC;19-août
SE2;M;4.9960;2;0;JC;19-août
SE2;M;4.9960;0;10;JD;19-août
SE2;M;4.9960;1;0;JD;19-août
SE2;M;4.9960;2;0;JD;19-août
SE2;M;0.00;0;10;ControlK;25-août
SE2;M;0.00;1;10;ControlK;25-août
SE2;M;0.00;2;10;ControlK;25-août
SE2;M;0.258;0;10;KA;25-août
SE2;M;0.258;1;9;KA;25-août
SE2;M;0.258;2;8;KA;25-août
SE2;M;0.258;0;10;KB;25-août
SE2;M;0.258;1;10;KB;25-août
SE2;M;0.258;2;10;KB;25-août
SE2;M;0.258;0;10;KC;25-août
SE2;M;0.258;1;10;KC;25-août
SE2;M;0.258;2;10;KC;25-août
SE2;M;0.258;0;10;KD;25-août
SE2;M;0.258;1;8;KD;25-août
SE2;M;0.258;2;8;KD;25-août
SE2;M;0.258;0;10;KE;25-août
SE2;M;0.258;1;10;KE;25-août
SE2;M;0.258;2;9;KE;25-août
SE5;M;0.00;0;10;ControlA;26-févr
SE5;M;0.00;1;10;ControlA;26-févr
SE5;M;0.00;2;9;ControlA;26-févr
SE5;M;0.9930;0;10;AA;26-févr
SE5;M;0.9930;1;10;AA;26-févr
SE5;M;0.9930;2;10;AA;26-févr
SE5;M;1.255;0;10;AB;26-févr
SE5;M;1.255;1;10;AB;26-févr
SE5;M;1.255;2;9;AB;26-févr
SE5;M;1.5200;0;10;AC;26-févr
SE5;M;1.5200;1;9;AC;26-févr
SE5;M;1.5200;2;6;AC;26-févr
SE5;M;1.762;0;10;AD;26-févr
SE5;M;1.762;1;7;AD;26-févr
SE5;M;1.762;2;7;AD;26-févr
SE5;M;2.0380;0;10;AE;26-févr
SE5;M;2.0380;1;5;AE;26-févr
SE5;M;2.0380;2;5;AE;26-févr
SE5;M;3.0160;0;10;AF;26-févr
SE5;M;3.0160;1;2;AF;26-févr
SE5;M;3.0160;2;1;AF;26-févr
SE5;M;0.00;0;10;ControlB;26-févr
SE5;M;0.00;1;10;ControlB;26-févr
SE5;M;0.00;2;10;ControlB;26-févr
SE5;M;0.9930;0;10;BA;26-févr
SE5;M;0.9930;1;9;BA;26-févr
SE5;M;0.9930;2;9;BA;26-févr
SE5;M;1.255;0;10;BB;26-févr
SE5;M;1.255;1;8;BB;26-févr
SE5;M;1.255;2;7;BB;26-févr
SE5;M;1.5200;0;10;BC;26-févr
SE5;M;1.5200;1;8;BC;26-févr
SE5;M;1.5200;2;6;BC;26-févr
SE5;M;1.762;0;10;BD;26-févr
SE5;M;1.762;1;10;BD;26-févr
SE5;M;1.762;2;9;BD;26-févr
SE5;M;2.0380;0;10;BE;26-févr
SE5;M;2.0380;1;8;BE;26-févr
SE5;M;2.0380;2;4;BE;26-févr
SE5;M;3.0160;0;10;BF;26-févr
SE5;M;3.0160;1;2;BF;26-févr
SE5;M;3.0160;2;1;BF;26-févr
SE5;M;0.00;0;20;ControlC;03-mars
SE5;M;0.00;1;19;ControlC;03-mars
SE5;M;0.00;2;19;ControlC;03-mars
SE5;M;0.9930;0;10;CA;03-mars
SE5;M;0.9930;1;10;CA;03-mars
SE5;M;0.9930;2;6;CA;03-mars
SE5;M;1.255;0;10;CB;03-mars
SE5;M;1.255;1;8;CB;03-mars
SE5;M;1.255;2;4;CB;03-mars
SE5;M;1.5200;0;10;CC;03-mars
SE5;M;1.5200;1;6;CC;03-mars
SE5;M;1.5200;2;0;CC;03-mars
SE5;M;1.762;0;10;CD;03-mars
SE5;M;1.762;1;0;CD;03-mars
SE5;M;1.762;2;0;CD;03-mars
SE5;M;2.0380;0;10;CE;03-mars
SE5;M;2.0380;1;0;CE;03-mars
SE5;M;2.0380;2;0;CE;03-mars
SE5;M;3.0160;0;10;CF;03-mars
SE5;M;3.0160;1;0;CF;03-mars
SE5;M;3.0160;2;0;CF;03-mars
SE5;M;0.00;0;10;ControlD;07-juil
SE5;M;0.00;1;10;ControlD;07-juil
SE5;M;0.00;2;10;ControlD;07-juil
SE5;M;0.507;0;10;DAA;07-juil
SE5;M;0.507;1;10;DAA;07-juil
SE5;M;0.507;2;10;DAA;07-juil
SE5;M;0.9930;0;10;DA;07-juil
SE5;M;0.9930;1;10;DA;07-juil
SE5;M;0.9930;2;10;DA;07-juil
SE5;M;1.255;0;10;DB;07-juil
SE5;M;1.255;1;9;DB;07-juil
SE5;M;1.255;2;9;DB;07-juil
SE5;M;1.5200;0;10;DC;07-juil
SE5;M;1.5200;1;10;DC;07-juil
SE5;M;1.5200;2;9;DC;07-juil
SE5;M;1.762;0;10;DD;07-juil
SE5;M;1.762;1;8;DD;07-juil
SE5;M;1.762;2;8;DD;07-juil
SE5;M;2.0380;0;10;DE;07-juil
SE5;M;2.0380;1;10;DE;07-juil
SE5;M;2.0380;2;7;DE;07-juil
SE5;M;3.0160;0;10;DF;07-juil
SE5;M;3.0160;1;3;DF;07-juil
SE5;M;3.0160;2;1;DF;07-juil
SE5;M;0.00;0;10;ControlE;08-juil
SE5;M;0.00;1;10;ControlE;08-juil
SE5;M;0.00;2;9;ControlE;08-juil
SE5;M;0.507;0;10;EAA;08-juil
SE5;M;0.507;1;10;EAA;08-juil
SE5;M;0.507;2;10;EAA;08-juil
SE5;M;0.9930;0;10;EA;08-juil
SE5;M;0.9930;1;10;EA;08-juil
SE5;M;0.9930;2;10;EA;08-juil
SE5;M;1.255;0;10;EB;08-juil
SE5;M;1.255;1;10;EB;08-juil
SE5;M;1.255;2;10;EB;08-juil
SE5;M;1.5200;0;10;EC;08-juil
SE5;M;1.5200;1;10;EC;08-juil
SE5;M;1.5200;2;10;EC;08-juil
SE5;M;1.762;0;10;ED;08-juil
SE5;M;1.762;1;9;ED;08-juil
SE5;M;1.762;2;6;ED;08-juil
SE5;M;2.0380;0;10;EE;08-juil
SE5;M;2.0380;1;9;EE;08-juil
SE5;M;2.0380;2;8;EE;08-juil
SE5;M;3.0160;0;10;EF;08-juil
SE5;M;3.0160;1;3;EF;08-juil
SE5;M;3.0160;2;0;EF;08-juil
SE5;M;0.00;0;10;ControlF;05-août
SE5;M;0.00;1;10;ControlF;05-août
SE5;M;0.00;2;10;ControlF;05-août
SE5;M;0.507;0;10;FA;05-août
SE5;M;0.507;1;10;FA;05-août
SE5;M;0.507;2;10;FA;05-août
SE5;M;0.00;0;10;ControlG;06-août
SE5;M;0.00;1;10;ControlG;06-août
SE5;M;0.00;2;10;ControlG;06-août
SE5;M;0.507;0;10;GA;06-août
SE5;M;0.507;1;10;GA;06-août
SE5;M;0.507;2;10;GA;06-août
SE5;M;0.507;0;10;GB;06-août
SE5;M;0.507;1;10;GB;06-août
SE5;M;0.507;2;10;GB;06-août
SE5;M;4.9960;0;10;GC;06-août
SE5;M;4.9960;1;0;GC;06-août
SE5;M;4.9960;2;0;GC;06-août
SE5;M;4.9960;0;10;GD;06-août
SE5;M;4.9960;1;0;GD;06-août
SE5;M;4.9960;2;0;GD;06-août
SE5;M;4.9960;0;10;GE;06-août
SE5;M;4.9960;1;0;GE;06-août
SE5;M;4.9960;2;0;GE;06-août
SE5;M;0.00;0;10;ControlH;11-août
SE5;M;0.00;1;10;ControlH;11-août
SE5;M;0.00;2;10;ControlH;11-août
SE5;M;2.305;0;10;HA;11-août
SE5;M;2.305;1;7;HA;11-août
SE5;M;2.305;2;4;HA;11-août
SE5;M;2.305;0;10;HB;11-août
SE5;M;2.305;1;7;HB;11-août
SE5;M;2.305;2;5;HB;11-août
SE5;M;3.283;0;10;HC;11-août
SE5;M;3.283;1;1;HC;11-août
SE5;M;3.283;2;0;HC;11-août
SE5;M;4.9960;0;10;HD;11-août
SE5;M;4.9960;1;0;HD;11-août
SE5;M;4.9960;2;0;HD;11-août
SE5;M;0.00;0;10;ControlI;12-août
SE5;M;0.00;1;10;ControlI;12-août
SE5;M;0.00;2;9;ControlI;12-août
SE5;M;2.305;0;10;IA;12-août
SE5;M;2.305;1;8;IA;12-août
SE5;M;2.305;2;6;IA;12-août
SE5;M;4.9960;0;10;IB;12-août
SE5;M;4.9960;1;0;IB;12-août
SE5;M;4.9960;2;0;IB;12-août
SE5;M;0.00;0;10;ControlJ;26-août
SE5;M;0.00;1;10;ControlJ;26-août
SE5;M;0.00;2;9;ControlJ;26-août
SE5;M;2.305;0;10;JA;26-août
SE5;M;2.305;1;2;JA;26-août
SE5;M;2.305;2;0;JA;26-août
SE5;M;2.305;0;10;JB;26-août
SE5;M;2.305;1;4;JB;26-août
SE5;M;2.305;2;0;JB;26-août
SE5;M;3.283;0;10;JC;26-août
SE5;M;3.283;1;1;JC;26-août
SE5;M;3.283;2;0;JC;26-août
SE5;M;3.283;0;10;JD;26-août
SE5;M;3.283;1;1;JD;26-août
SE5;M;3.283;2;0;JD;26-août
SE5;M;3.283;0;10;JE;26-août
SE5;M;3.283;1;0;JE;26-août
SE5;M;3.283;2;0;JE;26-août
SE5;M;0.00;0;10;ControlK;15-sept
SE5;M;0.00;1;10;ControlK;15-sept
SE5;M;0.00;2;10;ControlK;15-sept
SE5;M;3.283;0;10;KA;15-sept
SE5;M;3.283;1;1;KA;15-sept
SE5;M;3.283;2;0;KA;15-sept
