X;Clone;molecule;conc;time;Nsurv;replicate;day;Ninit;Nmort
1059;SE5;C;0.519;2;0;208;15-juil;10;10
1060;SE5;C;0;0;10;497;15-juil;10;0
1061;SE5;C;0;1;10;497;15-juil;10;0
1062;SE5;C;0;2;9;497;15-juil;10;1
1063;SE5;C;0.064;0;10;599;15-juil;10;0
1064;SE5;C;0.064;1;10;599;15-juil;10;0
1065;SE5;C;0.064;2;9;599;15-juil;10;1
1066;SE5;C;0.129;0;10;761;15-juil;10;0
1067;SE5;C;0.129;1;9;761;15-juil;10;1
1068;SE5;C;0.129;2;9;761;15-juil;10;1
1069;SE5;C;0.166;0;10;47;15-juil;10;0
1070;SE5;C;0.166;1;10;47;15-juil;10;0
1071;SE5;C;0.166;2;9;47;15-juil;10;1
1072;SE5;C;0.191;0;10;366;15-juil;10;0
1073;SE5;C;0.191;1;10;366;15-juil;10;0
1074;SE5;C;0.191;2;9;366;15-juil;10;1
1075;SE5;C;0.248;0;10;75;15-juil;10;0
1076;SE5;C;0.248;1;9;75;15-juil;10;1
1077;SE5;C;0.248;2;8;75;15-juil;10;2
1078;SE5;C;0.305;0;10;503;15-juil;10;0
1079;SE5;C;0.305;1;3;503;15-juil;10;7
1080;SE5;C;0.305;2;2;503;15-juil;10;8
1081;SE5;C;0.519;0;10;288;15-juil;10;0
1082;SE5;C;0.519;1;0;288;15-juil;10;10
1083;SE5;C;0.519;2;0;288;15-juil;10;10
1084;SE5;C;0;0;10;597;02-sept;10;0
1085;SE5;C;0;1;10;597;02-sept;10;0
1086;SE5;C;0;2;10;597;02-sept;10;0
1087;SE5;C;0.064;0;10;240;02-sept;10;0
1088;SE5;C;0.064;1;10;240;02-sept;10;0
1089;SE5;C;0.064;2;10;240;02-sept;10;0
1090;SE5;C;0.129;0;10;835;02-sept;10;0
1091;SE5;C;0.129;1;10;835;02-sept;10;0
1092;SE5;C;0.129;2;9;835;02-sept;10;1
1093;SE5;C;0.166;0;10;696;02-sept;10;0
1094;SE5;C;0.166;1;10;696;02-sept;10;0
1095;SE5;C;0.166;2;10;696;02-sept;10;0
1096;SE5;C;0.191;0;10;176;02-sept;10;0
1097;SE5;C;0.191;1;8;176;02-sept;10;2
1098;SE5;C;0.191;2;6;176;02-sept;10;4
1099;SE5;C;0.248;0;10;725;02-sept;10;0
1100;SE5;C;0.248;1;3;725;02-sept;10;7
1101;SE5;C;0.248;2;0;725;02-sept;10;10
1102;SE5;C;0.305;0;10;151;02-sept;10;0
1103;SE5;C;0.305;1;4;151;02-sept;10;6
1104;SE5;C;0.305;2;0;151;02-sept;10;10
1105;SE5;C;0.519;0;10;521;02-sept;10;0
1106;SE5;C;0.519;1;0;521;02-sept;10;10
1107;SE5;C;0.519;2;0;521;02-sept;10;10
1108;SE5;C;0;0;10;329;08-sept;10;0
1109;SE5;C;0;1;10;329;08-sept;10;0
1110;SE5;C;0;2;10;329;08-sept;10;0
1111;SE5;C;0.064;0;10;188;08-sept;10;0
1112;SE5;C;0.064;1;10;188;08-sept;10;0
1113;SE5;C;0.064;2;10;188;08-sept;10;0
1114;SE5;C;0.129;0;10;193;08-sept;10;0
1115;SE5;C;0.129;1;10;193;08-sept;10;0
1116;SE5;C;0.129;2;10;193;08-sept;10;0
1117;SE5;C;0.166;0;10;115;08-sept;10;0
1118;SE5;C;0.166;1;10;115;08-sept;10;0
1119;SE5;C;0.166;2;10;115;08-sept;10;0
1120;SE5;C;0.191;0;10;183;08-sept;10;0
1121;SE5;C;0.191;1;7;183;08-sept;10;3
1122;SE5;C;0.191;2;6;183;08-sept;10;4
1123;SE5;C;0.595;0;10;782;08-sept;10;0
1124;SE5;C;0.595;1;0;782;08-sept;10;10
1125;SE5;C;0.595;2;0;782;08-sept;10;10
1126;SE5;C;0;0;10;52;10-sept;10;0
1127;SE5;C;0;1;10;52;10-sept;10;0
1128;SE5;C;0;2;10;52;10-sept;10;0
1129;SE5;C;0.248;0;10;860;10-sept;10;0
1130;SE5;C;0.248;1;4;860;10-sept;10;6
1131;SE5;C;0.248;2;3;860;10-sept;10;7
1132;SE5;C;0.305;0;10;611;10-sept;10;0
1133;SE5;C;0.305;1;3;611;10-sept;10;7
1134;SE5;C;0.305;2;0;611;10-sept;10;10
1135;SE5;C;0.519;0;10;853;10-sept;10;0
1136;SE5;C;0.519;1;2;853;10-sept;10;8
1137;SE5;C;0.519;2;0;853;10-sept;10;10
1138;SE5;C;0.595;0;10;160;10-sept;10;0
1139;SE5;C;0.595;1;0;160;10-sept;10;10
1140;SE5;C;0.595;2;0;160;10-sept;10;10
